device_id,device_name,room,type,power_rating,state,value,min,max
D2568,Fan_2568,Office,Fan,75,OFF,5,0,5
D2569,AC_2569,Kitchen,AC,1500,ON,16,16,30
D2570,Light_2570,LivingRoom,Light,20,ON,0,0,1
D2571,AC_2571,Kitchen,AC,1500,OFF,19,16,30
D2572,Light_2572,LivingRoom,Light,20,ON,1,0,1
D2573,AC_2573,LivingRoom,AC,1500,OFF,30,16,30
D2574,AC_2574,LivingRoom,AC,1500,ON,20,16,30
D2575,AC_2575,Kitchen,AC,1500,OFF,27,16,30
D2576,Heater_2576,Kitchen,Heater,2000,ON,32,18,32
D2577,Light_2577,Office,Light,20,ON,0,0,1
D2578,Fan_2578,Bedroom,Fan,75,OFF,5,0,5
D2579,Heater_2579,LivingRoom,Heater,2000,ON,27,18,32
D2580,Heater_2580,Office,Heater,2000,OFF,23,18,32
D2581,Heater_2581,Bedroom,Heater,2000,ON,22,18,32
D2582,Fan_2582,LivingRoom,Fan,75,OFF,4,0,5
D2583,Light_2583,Bedroom,Light,20,ON,0,0,1
D2584,Heater_2584,LivingRoom,Heater,2000,ON,18,18,32
D2585,Light_2585,Office,Light,20,OFF,0,0,1
D2586,Heater_2586,LivingRoom,Heater,2000,OFF,21,18,32
D2587,Fan_2587,Kitchen,Fan,75,OFF,5,0,5
D2588,Light_2588,LivingRoom,Light,20,ON,0,0,1
D2589,Fan_2589,Office,Fan,75,OFF,4,0,5
D2590,Light_2590,Office,Light,20,ON,0,0,1
D2591,Fan_2591,Office,Fan,75,ON,5,0,5
D2592,Fan_2592,LivingRoom,Fan,75,ON,3,0,5
D2593,AC_2593,LivingRoom,AC,1500,ON,16,16,30
D2594,Heater_2594,Bedroom,Heater,2000,OFF,18,18,32
D2595,Heater_2595,Office,Heater,2000,OFF,22,18,32
D2596,AC_2596,LivingRoom,AC,1500,OFF,22,16,30
D2597,Light_2597,Bedroom,Light,20,OFF,1,0,1
D2598,Fan_2598,LivingRoom,Fan,75,OFF,2,0,5
D2599,Fan_2599,LivingRoom,Fan,75,ON,5,0,5
D2600,Heater_2600,Office,Heater,2000,ON,22,18,32
D2601,Light_2601,Office,Light,20,ON,1,0,1
D2602,Heater_2602,Office,Heater,2000,ON,28,18,32
D2603,AC_2603,Bedroom,AC,1500,ON,19,16,30
D2604,AC_2604,LivingRoom,AC,1500,ON,25,16,30
D2605,Fan_2605,Bedroom,Fan,75,ON,4,0,5
D2606,AC_2606,Kitchen,AC,1500,ON,30,16,30
D2607,Heater_2607,Office,Heater,2000,OFF,19,18,32
D2608,Light_2608,Kitchen,Light,20,OFF,0,0,1
D2609,Light_2609,Bedroom,Light,20,OFF,1,0,1
D2610,Fan_2610,LivingRoom,Fan,75,ON,1,0,5
D2611,Heater_2611,Kitchen,Heater,2000,ON,20,18,32
D2612,Fan_2612,LivingRoom,Fan,75,ON,1,0,5
D2613,Fan_2613,Office,Fan,75,ON,0,0,5
D2614,Heater_2614,Office,Heater,2000,OFF,18,18,32
D2615,Light_2615,Kitchen,Light,20,ON,0,0,1
D2616,AC_2616,Kitchen,AC,1500,OFF,25,16,30
D2617,AC_2617,Office,AC,1500,ON,23,16,30
D2618,AC_2618,LivingRoom,AC,1500,ON,25,16,30
D2619,Fan_2619,Bedroom,Fan,75,ON,1,0,5
D2620,AC_2620,LivingRoom,AC,1500,OFF,28,16,30
D2621,Fan_2621,Office,Fan,75,OFF,5,0,5
D2622,Fan_2622,Kitchen,Fan,75,OFF,2,0,5
D2623,Fan_2623,Office,Fan,75,ON,2,0,5
D2624,Fan_2624,Kitchen,Fan,75,OFF,0,0,5
D2625,Fan_2625,LivingRoom,Fan,75,ON,3,0,5
D2626,Light_2626,Bedroom,Light,20,OFF,1,0,1
D2627,AC_2627,Bedroom,AC,1500,OFF,21,16,30
D2628,Light_2628,LivingRoom,Light,20,ON,1,0,1
D2629,AC_2629,Kitchen,AC,1500,OFF,30,16,30
D2630,Light_2630,Kitchen,Light,20,OFF,1,0,1
D2631,Heater_2631,Office,Heater,2000,OFF,22,18,32
D2632,Light_2632,LivingRoom,Light,20,OFF,0,0,1
D2633,Heater_2633,Office,Heater,2000,OFF,22,18,32
D2634,AC_2634,LivingRoom,AC,1500,OFF,30,16,30
D2635,Light_2635,Office,Light,20,ON,1,0,1
D2636,Light_2636,Kitchen,Light,20,OFF,1,0,1
D2637,AC_2637,Kitchen,AC,1500,ON,23,16,30
D2638,AC_2638,Bedroom,AC,1500,OFF,29,16,30
D2639,AC_2639,LivingRoom,AC,1500,OFF,20,16,30
D2640,AC_2640,Office,AC,1500,OFF,26,16,30
D2641,AC_2641,LivingRoom,AC,1500,OFF,18,16,30
D2642,Fan_2642,Kitchen,Fan,75,ON,0,0,5
D2643,Fan_2643,Bedroom,Fan,75,ON,3,0,5
D2644,AC_2644,Kitchen,AC,1500,ON,16,16,30
D2645,Heater_2645,Kitchen,Heater,2000,ON,30,18,32
D2646,Heater_2646,Office,Heater,2000,OFF,32,18,32
D2647,AC_2647,Kitchen,AC,1500,OFF,25,16,30
D2648,Fan_2648,Bedroom,Fan,75,OFF,5,0,5
D2649,Fan_2649,Bedroom,Fan,75,ON,2,0,5
D2650,Light_2650,Office,Light,20,ON,1,0,1
D2651,Fan_2651,LivingRoom,Fan,75,OFF,4,0,5
D2652,Heater_2652,Bedroom,Heater,2000,OFF,30,18,32
D2653,Heater_2653,LivingRoom,Heater,2000,ON,26,18,32
D2654,Heater_2654,Kitchen,Heater,2000,OFF,25,18,32
D2655,Fan_2655,Office,Fan,75,OFF,3,0,5
D2656,Heater_2656,Office,Heater,2000,ON,32,18,32
D2657,AC_2657,Office,AC,1500,ON,28,16,30
D2658,Light_2658,Kitchen,Light,20,ON,1,0,1
D2659,Light_2659,Kitchen,Light,20,ON,1,0,1
D2660,Light_2660,Office,Light,20,ON,1,0,1
D2661,Heater_2661,LivingRoom,Heater,2000,ON,18,18,32
D2662,Fan_2662,LivingRoom,Fan,75,OFF,4,0,5
D2663,AC_2663,Kitchen,AC,1500,OFF,27,16,30
D2664,Fan_2664,LivingRoom,Fan,75,ON,5,0,5
D2665,AC_2665,Bedroom,AC,1500,ON,24,16,30
D2666,Heater_2666,Bedroom,Heater,2000,ON,32,18,32
D2667,Light_2667,Kitchen,Light,20,OFF,0,0,1
D2668,Heater_2668,Bedroom,Heater,2000,ON,19,18,32
D2669,AC_2669,Bedroom,AC,1500,ON,24,16,30
D2670,AC_2670,Bedroom,AC,1500,ON,17,16,30
D2671,Heater_2671,LivingRoom,Heater,2000,OFF,24,18,32
D2672,AC_2672,LivingRoom,AC,1500,OFF,22,16,30
D2673,Heater_2673,Bedroom,Heater,2000,ON,31,18,32
D2674,Fan_2674,Office,Fan,75,ON,3,0,5
D2675,Light_2675,LivingRoom,Light,20,ON,0,0,1
D2676,Light_2676,Bedroom,Light,20,ON,1,0,1
D2677,Heater_2677,Kitchen,Heater,2000,OFF,28,18,32
D2678,AC_2678,Office,AC,1500,OFF,26,16,30
D2679,Fan_2679,Office,Fan,75,OFF,5,0,5
D2680,AC_2680,Office,AC,1500,OFF,29,16,30
D2681,Heater_2681,Bedroom,Heater,2000,ON,22,18,32
D2682,Heater_2682,LivingRoom,Heater,2000,OFF,18,18,32
D2683,Fan_2683,LivingRoom,Fan,75,OFF,0,0,5
D2684,Fan_2684,Bedroom,Fan,75,OFF,5,0,5
D2685,Heater_2685,Kitchen,Heater,2000,ON,20,18,32
D2686,Fan_2686,Bedroom,Fan,75,OFF,5,0,5
D2687,Heater_2687,LivingRoom,Heater,2000,ON,28,18,32
D2688,Light_2688,Kitchen,Light,20,OFF,1,0,1
D2689,Light_2689,Kitchen,Light,20,OFF,1,0,1
D2690,AC_2690,Office,AC,1500,OFF,23,16,30
D2691,Light_2691,Kitchen,Light,20,ON,1,0,1
D2692,Fan_2692,Office,Fan,75,ON,0,0,5
D2693,AC_2693,Bedroom,AC,1500,ON,17,16,30
D2694,AC_2694,Office,AC,1500,OFF,21,16,30
D2695,Light_2695,Bedroom,Light,20,ON,0,0,1
D2696,Heater_2696,Office,Heater,2000,ON,18,18,32
D2697,Fan_2697,LivingRoom,Fan,75,ON,5,0,5
D2698,AC_2698,Office,AC,1500,OFF,25,16,30
D2699,AC_2699,Bedroom,AC,1500,OFF,17,16,30
D2700,Heater_2700,Office,Heater,2000,ON,28,18,32
D2701,Light_2701,Bedroom,Light,20,OFF,1,0,1
D2702,Heater_2702,Kitchen,Heater,2000,ON,21,18,32
D2703,Light_2703,Office,Light,20,ON,0,0,1
D2704,AC_2704,LivingRoom,AC,1500,ON,16,16,30
D2705,Light_2705,LivingRoom,Light,20,OFF,1,0,1
D2706,AC_2706,Kitchen,AC,1500,ON,26,16,30
D2707,Heater_2707,Bedroom,Heater,2000,ON,27,18,32
D2708,Heater_2708,Kitchen,Heater,2000,OFF,27,18,32
D2709,Light_2709,LivingRoom,Light,20,OFF,1,0,1
D2710,Heater_2710,LivingRoom,Heater,2000,ON,20,18,32
D2711,Fan_2711,LivingRoom,Fan,75,ON,3,0,5
D2712,Light_2712,LivingRoom,Light,20,OFF,0,0,1
D2713,Light_2713,Kitchen,Light,20,OFF,1,0,1
D2714,Fan_2714,LivingRoom,Fan,75,ON,2,0,5
D2715,AC_2715,Bedroom,AC,1500,OFF,22,16,30
D2716,AC_2716,LivingRoom,AC,1500,OFF,30,16,30
D2717,Fan_2717,LivingRoom,Fan,75,ON,2,0,5
D2718,Heater_2718,Kitchen,Heater,2000,ON,23,18,32
D2719,AC_2719,Bedroom,AC,1500,ON,24,16,30
D2720,Fan_2720,LivingRoom,Fan,75,ON,3,0,5
D2721,AC_2721,LivingRoom,AC,1500,OFF,17,16,30
D2722,Heater_2722,LivingRoom,Heater,2000,OFF,20,18,32
D2723,Fan_2723,LivingRoom,Fan,75,ON,0,0,5
D2724,Heater_2724,Bedroom,Heater,2000,OFF,24,18,32
D2725,Heater_2725,Kitchen,Heater,2000,ON,18,18,32
D2726,AC_2726,LivingRoom,AC,1500,ON,24,16,30
D2727,Heater_2727,LivingRoom,Heater,2000,OFF,18,18,32
D2728,Heater_2728,Office,Heater,2000,ON,24,18,32
D2729,Heater_2729,Bedroom,Heater,2000,ON,25,18,32
D2730,AC_2730,Kitchen,AC,1500,OFF,19,16,30
D2731,Fan_2731,Office,Fan,75,ON,1,0,5
D2732,Light_2732,LivingRoom,Light,20,ON,0,0,1
D2733,Heater_2733,LivingRoom,Heater,2000,ON,31,18,32
D2734,Light_2734,LivingRoom,Light,20,ON,0,0,1
D2735,Light_2735,Office,Light,20,ON,1,0,1
D2736,AC_2736,Kitchen,AC,1500,OFF,25,16,30
D2737,Light_2737,Kitchen,Light,20,ON,1,0,1
D2738,Heater_2738,LivingRoom,Heater,2000,ON,19,18,32
D2739,Fan_2739,Bedroom,Fan,75,OFF,5,0,5
D2740,Fan_2740,Bedroom,Fan,75,OFF,5,0,5
D2741,Fan_2741,Kitchen,Fan,75,OFF,5,0,5
D2742,Light_2742,Kitchen,Light,20,OFF,0,0,1
D2743,AC_2743,Kitchen,AC,1500,OFF,27,16,30
D2744,Heater_2744,Kitchen,Heater,2000,ON,21,18,32
D2745,Light_2745,Bedroom,Light,20,OFF,0,0,1
D2746,AC_2746,Kitchen,AC,1500,ON,16,16,30
D2747,Light_2747,Office,Light,20,OFF,0,0,1
D2748,AC_2748,Office,AC,1500,ON,20,16,30
D2749,Fan_2749,Office,Fan,75,OFF,0,0,5
D2750,AC_2750,Kitchen,AC,1500,OFF,23,16,30
D2751,AC_2751,Office,AC,1500,OFF,23,16,30
D2752,AC_2752,Bedroom,AC,1500,ON,22,16,30
D2753,Light_2753,Office,Light,20,ON,1,0,1
D2754,AC_2754,Kitchen,AC,1500,ON,30,16,30
D2755,Fan_2755,Kitchen,Fan,75,ON,0,0,5
D2756,Fan_2756,Office,Fan,75,OFF,5,0,5
D2757,AC_2757,LivingRoom,AC,1500,OFF,27,16,30
D2758,Fan_2758,Office,Fan,75,OFF,4,0,5
D2759,Fan_2759,Bedroom,Fan,75,OFF,3,0,5
D2760,Light_2760,Bedroom,Light,20,ON,1,0,1
D2761,Fan_2761,LivingRoom,Fan,75,ON,4,0,5
D2762,Fan_2762,Kitchen,Fan,75,OFF,0,0,5
D2763,Fan_2763,Kitchen,Fan,75,OFF,5,0,5
D2764,Fan_2764,LivingRoom,Fan,75,ON,2,0,5
D2765,Fan_2765,Kitchen,Fan,75,ON,3,0,5
D2766,Heater_2766,LivingRoom,Heater,2000,OFF,18,18,32
D2767,Heater_2767,LivingRoom,Heater,2000,OFF,25,18,32
D2768,Light_2768,Office,Light,20,ON,0,0,1
D2769,Fan_2769,Kitchen,Fan,75,ON,3,0,5
D2770,Light_2770,Kitchen,Light,20,OFF,1,0,1
D2771,Heater_2771,Bedroom,Heater,2000,ON,28,18,32
D2772,Light_2772,Bedroom,Light,20,ON,0,0,1
D2773,AC_2773,LivingRoom,AC,1500,ON,26,16,30
D2774,Heater_2774,Kitchen,Heater,2000,ON,26,18,32
D2775,Light_2775,LivingRoom,Light,20,OFF,1,0,1
D2776,AC_2776,Kitchen,AC,1500,ON,25,16,30
D2777,Light_2777,Kitchen,Light,20,ON,0,0,1
D2778,Heater_2778,LivingRoom,Heater,2000,ON,21,18,32
D2779,Light_2779,Kitchen,Light,20,OFF,1,0,1
D2780,AC_2780,Office,AC,1500,OFF,18,16,30
D2781,AC_2781,Kitchen,AC,1500,OFF,21,16,30
D2782,Heater_2782,Kitchen,Heater,2000,OFF,22,18,32
D2783,AC_2783,Bedroom,AC,1500,OFF,16,16,30
D2784,Fan_2784,Bedroom,Fan,75,ON,0,0,5
D2785,Light_2785,Kitchen,Light,20,OFF,0,0,1
D2786,Heater_2786,LivingRoom,Heater,2000,ON,24,18,32
D2787,AC_2787,LivingRoom,AC,1500,ON,25,16,30
D2788,Heater_2788,LivingRoom,Heater,2000,ON,27,18,32
D2789,Heater_2789,Office,Heater,2000,OFF,22,18,32
D2790,Light_2790,Kitchen,Light,20,ON,1,0,1
D2791,Light_2791,Kitchen,Light,20,ON,1,0,1
D2792,Fan_2792,LivingRoom,Fan,75,ON,3,0,5
D2793,Heater_2793,Kitchen,Heater,2000,ON,23,18,32
D2794,AC_2794,Kitchen,AC,1500,OFF,25,16,30
D2795,Light_2795,Office,Light,20,OFF,0,0,1
D2796,Light_2796,Bedroom,Light,20,OFF,0,0,1
D2797,Fan_2797,Kitchen,Fan,75,OFF,2,0,5
D2798,AC_2798,LivingRoom,AC,1500,OFF,22,16,30
D2799,Light_2799,Office,Light,20,ON,0,0,1
D2800,Heater_2800,LivingRoom,Heater,2000,ON,19,18,32
D2801,Heater_2801,Kitchen,Heater,2000,OFF,29,18,32
D2802,AC_2802,Bedroom,AC,1500,ON,29,16,30
D2803,Heater_2803,LivingRoom,Heater,2000,ON,19,18,32
D2804,Light_2804,Office,Light,20,OFF,1,0,1
D2805,Light_2805,Office,Light,20,ON,1,0,1
D2806,AC_2806,Kitchen,AC,1500,OFF,25,16,30
D2807,AC_2807,LivingRoom,AC,1500,ON,27,16,30
D2808,Fan_2808,Office,Fan,75,OFF,5,0,5
D2809,Heater_2809,Office,Heater,2000,OFF,30,18,32
D2810,Heater_2810,Bedroom,Heater,2000,ON,29,18,32
D2811,AC_2811,Bedroom,AC,1500,ON,25,16,30
D2812,Fan_2812,Office,Fan,75,OFF,2,0,5
D2813,Heater_2813,Bedroom,Heater,2000,OFF,30,18,32
D2814,AC_2814,Bedroom,AC,1500,OFF,23,16,30
D2815,Fan_2815,LivingRoom,Fan,75,OFF,2,0,5
D2816,Fan_2816,Office,Fan,75,OFF,1,0,5
D2817,Light_2817,LivingRoom,Light,20,ON,1,0,1
D2818,Fan_2818,Kitchen,Fan,75,ON,2,0,5
D2819,Fan_2819,Bedroom,Fan,75,ON,2,0,5
D2820,Fan_2820,Office,Fan,75,OFF,1,0,5
D2821,Light_2821,Kitchen,Light,20,OFF,0,0,1
D2822,Light_2822,Kitchen,Light,20,ON,0,0,1
D2823,Light_2823,Bedroom,Light,20,ON,0,0,1
D2824,Light_2824,LivingRoom,Light,20,OFF,0,0,1
D2825,Fan_2825,Bedroom,Fan,75,OFF,4,0,5
D2826,Heater_2826,Office,Heater,2000,ON,31,18,32
D2827,Heater_2827,Kitchen,Heater,2000,ON,29,18,32
D2828,AC_2828,Office,AC,1500,OFF,23,16,30
D2829,Fan_2829,LivingRoom,Fan,75,ON,2,0,5
D2830,AC_2830,Kitchen,AC,1500,ON,27,16,30
D2831,Light_2831,LivingRoom,Light,20,OFF,0,0,1
D2832,Fan_2832,Kitchen,Fan,75,OFF,5,0,5
D2833,AC_2833,Kitchen,AC,1500,ON,22,16,30
D2834,AC_2834,Kitchen,AC,1500,ON,29,16,30
D2835,AC_2835,LivingRoom,AC,1500,ON,18,16,30
D2836,Heater_2836,Bedroom,Heater,2000,ON,22,18,32
D2837,Heater_2837,Bedroom,Heater,2000,OFF,31,18,32
D2838,Light_2838,Office,Light,20,OFF,0,0,1
D2839,Light_2839,LivingRoom,Light,20,ON,0,0,1
D2840,Heater_2840,LivingRoom,Heater,2000,OFF,26,18,32
D2841,Light_2841,Bedroom,Light,20,ON,1,0,1
D2842,Fan_2842,Office,Fan,75,ON,5,0,5
D2843,Fan_2843,Office,Fan,75,ON,2,0,5
D2844,Light_2844,Kitchen,Light,20,OFF,1,0,1
D2845,Heater_2845,Kitchen,Heater,2000,OFF,22,18,32
D2846,AC_2846,Bedroom,AC,1500,ON,30,16,30
D2847,Fan_2847,Office,Fan,75,OFF,2,0,5
D2848,Light_2848,Office,Light,20,ON,0,0,1
D2849,Heater_2849,Kitchen,Heater,2000,ON,23,18,32
D2850,Heater_2850,Bedroom,Heater,2000,OFF,31,18,32
D2851,Heater_2851,Office,Heater,2000,ON,18,18,32
D2852,Fan_2852,Kitchen,Fan,75,ON,3,0,5
D2853,AC_2853,Kitchen,AC,1500,OFF,26,16,30
D2854,Fan_2854,Office,Fan,75,OFF,3,0,5
D2855,Heater_2855,Office,Heater,2000,OFF,32,18,32
D2856,AC_2856,Kitchen,AC,1500,OFF,27,16,30
D2857,Light_2857,Kitchen,Light,20,ON,1,0,1
D2858,Heater_2858,Office,Heater,2000,ON,27,18,32
D2859,Light_2859,Bedroom,Light,20,ON,1,0,1
D2860,Light_2860,LivingRoom,Light,20,ON,1,0,1
D2861,AC_2861,Kitchen,AC,1500,OFF,28,16,30
D2862,AC_2862,LivingRoom,AC,1500,ON,21,16,30
D2863,Light_2863,Bedroom,Light,20,OFF,0,0,1
D2864,Fan_2864,Bedroom,Fan,75,OFF,2,0,5
D2865,Heater_2865,Bedroom,Heater,2000,ON,18,18,32
D2866,AC_2866,LivingRoom,AC,1500,ON,24,16,30
D2867,Heater_2867,Office,Heater,2000,ON,20,18,32
D2868,Fan_2868,Kitchen,Fan,75,ON,1,0,5
D2869,Light_2869,LivingRoom,Light,20,OFF,0,0,1
D2870,Heater_2870,Office,Heater,2000,ON,31,18,32
D2871,Fan_2871,LivingRoom,Fan,75,ON,0,0,5
D2872,Heater_2872,LivingRoom,Heater,2000,ON,29,18,32
D2873,Light_2873,LivingRoom,Light,20,OFF,0,0,1
D2874,Fan_2874,Kitchen,Fan,75,OFF,4,0,5
D2875,AC_2875,Kitchen,AC,1500,OFF,23,16,30
D2876,Light_2876,LivingRoom,Light,20,OFF,1,0,1
D2877,Heater_2877,Kitchen,Heater,2000,OFF,19,18,32
D2878,Light_2878,Office,Light,20,OFF,1,0,1
D2879,Fan_2879,Bedroom,Fan,75,OFF,0,0,5
D2880,Heater_2880,Office,Heater,2000,OFF,30,18,32
D2881,AC_2881,Office,AC,1500,ON,25,16,30
D2882,AC_2882,Office,AC,1500,ON,23,16,30
D2883,Fan_2883,Office,Fan,75,ON,5,0,5
D2884,Fan_2884,Kitchen,Fan,75,ON,5,0,5
D2885,AC_2885,LivingRoom,AC,1500,ON,19,16,30
D2886,Heater_2886,Bedroom,Heater,2000,ON,20,18,32
D2887,Heater_2887,Office,Heater,2000,ON,18,18,32
D2888,Heater_2888,Kitchen,Heater,2000,OFF,22,18,32
D2889,Fan_2889,Bedroom,Fan,75,ON,2,0,5
D2890,Heater_2890,LivingRoom,Heater,2000,OFF,29,18,32
D2891,Light_2891,Office,Light,20,OFF,1,0,1
D2892,Light_2892,Kitchen,Light,20,OFF,1,0,1
D2893,AC_2893,LivingRoom,AC,1500,OFF,27,16,30
D2894,AC_2894,Office,AC,1500,ON,28,16,30
D2895,AC_2895,Bedroom,AC,1500,ON,18,16,30
D2896,Light_2896,Office,Light,20,ON,0,0,1
D2897,Heater_2897,Office,Heater,2000,ON,28,18,32
D2898,Heater_2898,Bedroom,Heater,2000,OFF,24,18,32
D2899,AC_2899,Kitchen,AC,1500,ON,22,16,30
D2900,Fan_2900,Kitchen,Fan,75,OFF,4,0,5
D2901,Fan_2901,Bedroom,Fan,75,ON,2,0,5
D2902,Light_2902,Kitchen,Light,20,OFF,1,0,1
D2903,Heater_2903,Bedroom,Heater,2000,OFF,32,18,32
D2904,Light_2904,Bedroom,Light,20,OFF,0,0,1
D2905,Fan_2905,Office,Fan,75,ON,1,0,5
D2906,Heater_2906,LivingRoom,Heater,2000,ON,22,18,32
D2907,Light_2907,Bedroom,Light,20,ON,1,0,1
D2908,Fan_2908,LivingRoom,Fan,75,ON,4,0,5
D2909,Heater_2909,Bedroom,Heater,2000,ON,23,18,32
D2910,Light_2910,Kitchen,Light,20,ON,0,0,1
D2911,Fan_2911,Kitchen,Fan,75,OFF,4,0,5
D2912,Fan_2912,Kitchen,Fan,75,OFF,2,0,5
D2913,Light_2913,LivingRoom,Light,20,ON,0,0,1
D2914,Light_2914,Kitchen,Light,20,ON,1,0,1
D2915,AC_2915,Bedroom,AC,1500,OFF,21,16,30
D2916,Fan_2916,Office,Fan,75,ON,1,0,5
D2917,AC_2917,Bedroom,AC,1500,ON,17,16,30
D2918,Light_2918,Bedroom,Light,20,ON,1,0,1
D2919,AC_2919,Kitchen,AC,1500,ON,30,16,30
D2920,AC_2920,Bedroom,AC,1500,OFF,22,16,30
D2921,Heater_2921,Kitchen,Heater,2000,OFF,26,18,32
D2922,AC_2922,Bedroom,AC,1500,OFF,22,16,30
D2923,Heater_2923,Office,Heater,2000,OFF,22,18,32
D2924,Fan_2924,LivingRoom,Fan,75,ON,1,0,5
D2925,Fan_2925,Bedroom,Fan,75,OFF,4,0,5
D2926,Heater_2926,Office,Heater,2000,OFF,28,18,32
D2927,AC_2927,Office,AC,1500,OFF,18,16,30
D2928,AC_2928,Kitchen,AC,1500,OFF,28,16,30
D2929,Fan_2929,Office,Fan,75,ON,4,0,5
D2930,Light_2930,Office,Light,20,OFF,0,0,1
D2931,AC_2931,Bedroom,AC,1500,OFF,21,16,30
D2932,Light_2932,LivingRoom,Light,20,OFF,1,0,1
D2933,AC_2933,Kitchen,AC,1500,OFF,24,16,30
D2934,AC_2934,Kitchen,AC,1500,ON,26,16,30
D2935,Fan_2935,Office,Fan,75,OFF,0,0,5
D2936,Fan_2936,Kitchen,Fan,75,ON,4,0,5
D2937,AC_2937,Office,AC,1500,OFF,23,16,30
D2938,Light_2938,Office,Light,20,ON,0,0,1
D2939,Fan_2939,LivingRoom,Fan,75,ON,5,0,5
D2940,Light_2940,Bedroom,Light,20,ON,1,0,1
D2941,AC_2941,LivingRoom,AC,1500,OFF,26,16,30
D2942,AC_2942,Kitchen,AC,1500,ON,29,16,30
D2943,Fan_2943,Bedroom,Fan,75,ON,2,0,5
D2944,Fan_2944,Bedroom,Fan,75,OFF,4,0,5
D2945,AC_2945,Office,AC,1500,OFF,29,16,30
D2946,AC_2946,LivingRoom,AC,1500,ON,29,16,30
D2947,Light_2947,Kitchen,Light,20,ON,0,0,1
D2948,Heater_2948,LivingRoom,Heater,2000,OFF,27,18,32
D2949,Light_2949,Office,Light,20,ON,0,0,1
D2950,Fan_2950,Kitchen,Fan,75,OFF,0,0,5
D2951,Fan_2951,Office,Fan,75,ON,4,0,5
D2952,Heater_2952,LivingRoom,Heater,2000,ON,32,18,32
D2953,AC_2953,Bedroom,AC,1500,ON,18,16,30
D2954,Fan_2954,LivingRoom,Fan,75,ON,0,0,5
D2955,Light_2955,Kitchen,Light,20,OFF,0,0,1
D2956,Light_2956,Kitchen,Light,20,ON,0,0,1
D2957,Fan_2957,LivingRoom,Fan,75,OFF,5,0,5
D2958,Fan_2958,Bedroom,Fan,75,OFF,1,0,5
D2959,Fan_2959,Office,Fan,75,ON,1,0,5
D2960,Fan_2960,Bedroom,Fan,75,ON,2,0,5
D2961,Fan_2961,Office,Fan,75,OFF,0,0,5
D2962,Heater_2962,Kitchen,Heater,2000,OFF,23,18,32
D2963,Heater_2963,Bedroom,Heater,2000,ON,31,18,32
D2964,Heater_2964,Bedroom,Heater,2000,ON,29,18,32
D2965,Heater_2965,Kitchen,Heater,2000,OFF,21,18,32
D2966,Fan_2966,Kitchen,Fan,75,ON,4,0,5
D2967,Light_2967,Kitchen,Light,20,ON,1,0,1
D2968,Fan_2968,LivingRoom,Fan,75,ON,4,0,5
D2969,Light_2969,Office,Light,20,ON,1,0,1
D2970,Fan_2970,Kitchen,Fan,75,OFF,5,0,5
D2971,AC_2971,Kitchen,AC,1500,ON,26,16,30
D2972,Fan_2972,LivingRoom,Fan,75,ON,3,0,5
D2973,Heater_2973,Kitchen,Heater,2000,OFF,28,18,32
D2974,AC_2974,Bedroom,AC,1500,OFF,20,16,30
D2975,Light_2975,Office,Light,20,ON,0,0,1
D2976,Heater_2976,Office,Heater,2000,OFF,29,18,32
D2977,Heater_2977,Office,Heater,2000,ON,22,18,32
D2978,Fan_2978,Kitchen,Fan,75,OFF,5,0,5
D2979,Heater_2979,Kitchen,Heater,2000,ON,32,18,32
D2980,Light_2980,LivingRoom,Light,20,OFF,1,0,1
D2981,Fan_2981,Office,Fan,75,ON,1,0,5
D2982,Light_2982,Kitchen,Light,20,ON,0,0,1
D2983,Light_2983,Kitchen,Light,20,ON,0,0,1
D2984,Fan_2984,Bedroom,Fan,75,OFF,3,0,5
D2985,Heater_2985,Bedroom,Heater,2000,OFF,18,18,32
D2986,Light_2986,Bedroom,Light,20,ON,1,0,1
D2987,Fan_2987,LivingRoom,Fan,75,ON,1,0,5
D2988,Light_2988,Office,Light,20,ON,0,0,1
D2989,Light_2989,Kitchen,Light,20,ON,1,0,1
D2990,Light_2990,Kitchen,Light,20,ON,1,0,1
D2991,Heater_2991,Bedroom,Heater,2000,OFF,28,18,32
D2992,Heater_2992,Office,Heater,2000,ON,30,18,32
D2993,AC_2993,Office,AC,1500,ON,21,16,30
D2994,Light_2994,Office,Light,20,OFF,1,0,1
D2995,Heater_2995,Office,Heater,2000,ON,23,18,32
D2996,Heater_2996,LivingRoom,Heater,2000,ON,32,18,32
D2997,Light_2997,Bedroom,Light,20,OFF,1,0,1
D2998,Fan_2998,LivingRoom,Fan,75,OFF,0,0,5
D2999,Light_2999,Bedroom,Light,20,OFF,0,0,1
D3000,AC_3000,Bedroom,AC,1500,OFF,22,16,30
D3001,AC_3001,Kitchen,AC,1500,OFF,26,16,30
D3002,Light_3002,Office,Light,20,ON,1,0,1
D3003,Fan_3003,Office,Fan,75,OFF,0,0,5
D3004,Fan_3004,Office,Fan,75,ON,1,0,5
D3005,Heater_3005,LivingRoom,Heater,2000,OFF,30,18,32
D3006,AC_3006,Kitchen,AC,1500,ON,26,16,30
D3007,Heater_3007,LivingRoom,Heater,2000,ON,23,18,32
D3008,Light_3008,Office,Light,20,OFF,0,0,1
D3009,Heater_3009,Office,Heater,2000,OFF,30,18,32
D3010,AC_3010,Kitchen,AC,1500,OFF,20,16,30
D3011,AC_3011,Office,AC,1500,OFF,28,16,30
