rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R2535,temperature,AC,<,20,Light,OFF,17,3
R2536,temperature,Light,<,25,AC,OFF,22,3
R2537,occupancy,Light,<,35,Fan,OFF,23,5
R2538,time,Fan,=,21,Fan,OFF,25,4
R2539,time,AC,>,23,AC,OFF,19,2
R2540,temperature,Light,=,33,AC,OFF,28,5
R2541,temperature,AC,=,29,Light,OFF,29,1
R2542,occupancy,Light,<,18,Fan,ON,29,5
R2543,time,AC,=,27,AC,OFF,20,5
R2544,time,Fan,>,29,Light,OFF,16,3
R2545,temperature,Light,<,20,Fan,SET,16,3
R2546,occupancy,AC,=,30,Light,SET,21,2
R2547,time,Fan,>,16,Light,OFF,30,1
R2548,occupancy,Light,<,35,AC,OFF,25,1
R2549,temperature,Fan,=,35,AC,ON,30,3
R2550,time,AC,<,34,AC,SET,19,3
R2551,temperature,Fan,=,31,Light,SET,29,2
R2552,time,AC,>,17,AC,SET,23,1
R2553,temperature,AC,=,27,Light,ON,25,2
R2554,occupancy,Light,=,20,Light,SET,26,1
R2555,temperature,AC,>,22,AC,ON,28,4
R2556,temperature,Light,=,20,AC,ON,19,3
R2557,time,Light,<,18,AC,SET,27,5
R2558,temperature,Light,<,31,AC,ON,24,5
R2559,time,AC,<,33,Fan,OFF,22,5
R2560,occupancy,AC,<,16,Light,SET,24,2
R2561,time,AC,=,28,Fan,OFF,21,2
R2562,temperature,Light,<,32,Fan,OFF,21,3
R2563,occupancy,AC,<,20,AC,OFF,22,2
R2564,time,Light,=,33,Light,ON,20,3
R2565,time,Light,=,30,AC,SET,16,1
R2566,temperature,AC,>,22,AC,SET,28,5
R2567,temperature,AC,=,22,Light,SET,17,3
R2568,occupancy,Light,=,19,AC,ON,27,5
R2569,time,Fan,>,22,AC,OFF,26,5
R2570,occupancy,Fan,=,26,AC,ON,29,4
R2571,occupancy,AC,<,19,Light,OFF,18,2
R2572,time,AC,=,32,Fan,SET,26,1
R2573,occupancy,AC,=,28,Light,ON,19,4
R2574,time,Fan,>,32,Light,OFF,24,2
R2575,occupancy,AC,>,23,Light,ON,17,4
R2576,temperature,Light,<,31,Light,OFF,26,1
R2577,occupancy,AC,<,29,AC,ON,18,1
R2578,occupancy,Light,<,19,Light,SET,21,3
R2579,temperature,AC,=,27,AC,OFF,28,5
R2580,occupancy,Fan,=,18,AC,ON,22,3
R2581,occupancy,Fan,=,24,Fan,OFF,17,4
R2582,temperature,AC,>,17,AC,ON,29,5
R2583,time,Fan,=,26,Light,SET,17,1
R2584,temperature,Light,>,19,AC,SET,17,3
R2585,occupancy,AC,>,27,AC,OFF,30,1
R2586,occupancy,Fan,=,21,Light,SET,25,5
R2587,temperature,AC,=,19,AC,ON,27,3
R2588,temperature,AC,>,28,Fan,OFF,29,4
R2589,occupancy,AC,<,19,Fan,OFF,24,1
R2590,time,Light,=,33,Light,ON,20,4
R2591,occupancy,AC,=,18,Light,SET,19,4
R2592,time,Fan,=,30,Light,ON,16,3
R2593,occupancy,Light,=,24,Fan,ON,19,1
R2594,temperature,AC,>,32,AC,SET,17,5
R2595,temperature,Light,<,32,AC,ON,20,1
R2596,time,Light,>,16,Fan,ON,28,3
R2597,occupancy,Light,<,33,Light,OFF,25,4
R2598,occupancy,Light,<,23,Fan,ON,25,3
R2599,temperature,Light,<,29,Light,ON,27,1
R2600,time,AC,<,27,AC,SET,16,2
R2601,occupancy,Fan,>,18,AC,ON,26,5
R2602,temperature,Fan,<,28,AC,ON,23,1
R2603,temperature,Fan,=,28,Light,OFF,27,1
R2604,occupancy,Light,=,20,Light,OFF,16,3
R2605,time,AC,=,25,Light,SET,30,4
R2606,temperature,Light,<,34,Fan,SET,25,1
R2607,temperature,Fan,<,17,Fan,ON,21,3
R2608,occupancy,Fan,<,21,AC,ON,28,3
R2609,temperature,AC,=,28,AC,SET,16,4
R2610,time,Fan,>,24,Light,SET,26,1
R2611,occupancy,Light,=,21,AC,ON,17,4
R2612,time,Fan,>,28,Fan,ON,29,1
R2613,time,Fan,>,19,Light,OFF,24,2
R2614,occupancy,AC,<,32,Fan,SET,27,5
R2615,time,Fan,<,17,Fan,SET,27,1
R2616,occupancy,Fan,<,28,Fan,ON,22,2
R2617,time,Light,<,26,Fan,OFF,22,1
R2618,occupancy,Fan,<,19,AC,OFF,29,1
R2619,temperature,Fan,>,19,Light,ON,27,1
R2620,time,Light,=,34,AC,ON,28,3
R2621,occupancy,Fan,=,34,AC,SET,28,4
R2622,occupancy,Light,<,20,Fan,ON,23,3
R2623,occupancy,AC,=,23,AC,ON,21,3
R2624,time,Light,<,33,AC,SET,29,5
R2625,time,Light,<,32,Light,OFF,19,1
R2626,temperature,Fan,>,21,Light,OFF,25,2
R2627,time,Fan,>,20,AC,OFF,27,5
R2628,time,Light,>,23,Light,ON,24,1
R2629,time,Light,>,24,AC,ON,16,1
R2630,temperature,Fan,=,25,Light,OFF,30,4
R2631,time,AC,<,17,Fan,SET,22,1
R2632,occupancy,AC,<,30,Light,SET,23,1
R2633,temperature,AC,=,26,Light,SET,16,5
R2634,temperature,Light,=,34,AC,SET,20,4
R2635,occupancy,Light,>,35,Light,ON,30,4
R2636,temperature,Light,<,24,Light,SET,28,2
R2637,time,AC,<,34,Fan,ON,17,4
R2638,occupancy,Fan,<,31,AC,SET,23,2
R2639,time,AC,=,29,Light,OFF,30,3
R2640,time,Light,>,28,Light,SET,17,3
R2641,occupancy,Light,=,30,Light,OFF,24,5
R2642,time,AC,=,20,Fan,ON,21,3
R2643,temperature,AC,<,17,Light,OFF,28,4
R2644,occupancy,AC,<,29,AC,OFF,20,3
R2645,occupancy,Light,=,33,Light,SET,26,1
R2646,occupancy,Light,=,27,AC,OFF,17,5
R2647,temperature,Light,>,32,Fan,SET,16,1
R2648,occupancy,Fan,>,16,AC,OFF,19,1
R2649,occupancy,Fan,>,33,Light,SET,18,5
R2650,time,Fan,>,25,Fan,SET,18,1
R2651,occupancy,Fan,=,22,Fan,OFF,29,5
R2652,occupancy,Fan,=,21,Fan,ON,30,2
R2653,temperature,Light,=,34,AC,ON,19,1
R2654,occupancy,Fan,<,32,Fan,OFF,28,3
R2655,temperature,Light,>,35,Fan,ON,20,1
R2656,time,Fan,>,31,Fan,OFF,28,5
R2657,time,AC,<,34,AC,SET,25,2
R2658,time,Light,=,32,Fan,ON,22,5
R2659,occupancy,Fan,>,35,Light,OFF,21,1
R2660,temperature,AC,=,27,Fan,ON,27,1
R2661,temperature,Light,<,20,AC,OFF,16,4
R2662,time,AC,>,32,AC,SET,21,5
R2663,occupancy,Fan,>,16,AC,SET,28,3
R2664,occupancy,AC,<,29,Fan,OFF,26,3
R2665,temperature,Light,<,21,Fan,ON,21,3
R2666,occupancy,AC,>,19,Fan,ON,21,2
R2667,time,Light,>,34,Light,SET,16,2
R2668,occupancy,AC,>,23,Light,ON,23,4
R2669,time,Light,<,21,AC,OFF,26,1
R2670,temperature,Light,=,22,AC,ON,19,3
R2671,time,Fan,<,31,Fan,OFF,25,4
R2672,occupancy,Light,<,22,AC,OFF,20,4
R2673,temperature,Fan,>,29,Light,OFF,24,5
R2674,time,Light,>,31,Fan,SET,21,5
R2675,occupancy,Fan,<,32,Fan,SET,26,3
R2676,time,Fan,<,25,Fan,OFF,17,5
R2677,time,Fan,>,30,Light,SET,19,2
R2678,occupancy,Light,>,35,Light,OFF,24,5
R2679,occupancy,Fan,>,21,Light,ON,24,4
R2680,occupancy,AC,>,33,Fan,ON,23,3
R2681,time,Fan,=,18,Fan,OFF,20,2
R2682,time,Fan,<,30,Fan,OFF,28,4
R2683,temperature,Light,=,18,AC,SET,19,4
R2684,temperature,Fan,>,31,Fan,SET,29,5
R2685,time,Fan,=,33,Light,OFF,28,1
R2686,time,Fan,=,25,Light,SET,30,4
R2687,temperature,Light,=,16,Light,ON,29,3
R2688,occupancy,Fan,<,21,AC,OFF,29,5
R2689,temperature,Fan,<,26,AC,OFF,24,2
R2690,time,AC,<,23,AC,OFF,18,3
R2691,temperature,Light,>,32,AC,OFF,26,1
R2692,time,Light,>,33,Light,SET,29,4
R2693,time,Fan,<,19,Light,OFF,20,5
R2694,occupancy,AC,<,16,Light,OFF,21,1
R2695,time,Fan,<,17,AC,ON,30,5
R2696,time,Light,>,21,Fan,OFF,20,3
R2697,temperature,Fan,<,27,Fan,SET,18,2
R2698,time,Fan,=,31,Light,SET,23,5
R2699,temperature,Fan,=,23,AC,OFF,16,1
R2700,temperature,Light,>,18,AC,ON,26,4
R2701,temperature,AC,>,18,Light,SET,20,1
R2702,time,AC,=,33,Fan,SET,23,1
R2703,time,Fan,<,31,AC,OFF,20,3
R2704,time,AC,=,21,AC,SET,30,2
R2705,time,AC,=,18,Light,ON,28,2
R2706,time,Fan,=,24,Light,ON,24,4
R2707,temperature,Light,=,16,Light,OFF,20,5
R2708,occupancy,Fan,>,20,Light,SET,28,5
R2709,occupancy,Fan,<,29,AC,OFF,23,5
R2710,temperature,Fan,>,20,Fan,SET,30,2
R2711,occupancy,Light,<,27,Light,OFF,24,5
R2712,time,Light,>,28,Fan,SET,30,1
R2713,temperature,Fan,=,22,AC,SET,29,3
R2714,occupancy,Fan,<,26,Light,ON,30,4
R2715,time,Light,<,21,Fan,SET,20,5
R2716,occupancy,AC,>,32,Light,OFF,20,2
R2717,temperature,Light,>,30,Fan,SET,25,1
R2718,temperature,AC,=,32,AC,SET,26,5
R2719,temperature,AC,>,18,Fan,ON,26,2
R2720,temperature,Fan,>,22,Fan,ON,24,5
R2721,occupancy,Fan,>,28,Light,ON,21,3
R2722,temperature,AC,>,33,Fan,ON,23,4
R2723,occupancy,Light,>,17,AC,OFF,18,1
R2724,temperature,AC,<,23,Fan,SET,28,4
R2725,occupancy,AC,>,29,Fan,SET,20,3
R2726,time,Fan,=,23,AC,OFF,28,4
R2727,temperature,AC,>,33,Light,ON,28,2
R2728,occupancy,Fan,=,29,Fan,OFF,19,2
R2729,temperature,Light,<,33,AC,SET,17,3
R2730,time,Fan,=,35,Fan,OFF,24,3
R2731,temperature,AC,>,20,Light,ON,26,3
R2732,temperature,Fan,=,32,Light,ON,24,3
R2733,temperature,AC,=,22,AC,SET,23,5
R2734,time,AC,>,26,Fan,ON,16,3
R2735,time,AC,<,31,Light,OFF,27,4
R2736,time,Fan,<,26,Fan,SET,27,2
R2737,occupancy,Fan,>,19,AC,OFF,29,5
R2738,temperature,Light,<,22,AC,OFF,26,4
R2739,temperature,AC,<,25,Fan,ON,25,3
R2740,time,Light,<,29,Light,OFF,20,2
R2741,occupancy,Light,>,16,Light,SET,16,2
R2742,temperature,Light,<,32,Light,OFF,23,5
R2743,temperature,Light,>,31,Fan,OFF,16,2
R2744,temperature,Light,>,28,Fan,OFF,18,1
R2745,temperature,AC,>,33,Fan,SET,29,1
R2746,temperature,AC,<,23,Fan,SET,22,5
R2747,time,Light,<,17,Fan,SET,26,3
R2748,time,Light,=,16,Light,OFF,27,5
R2749,time,Light,<,24,AC,SET,27,1
R2750,time,Fan,<,20,AC,SET,25,2
R2751,occupancy,AC,>,19,Light,ON,23,2
R2752,temperature,AC,>,33,AC,SET,18,1
R2753,temperature,AC,>,21,AC,ON,24,3
R2754,time,Light,<,28,AC,ON,24,5
R2755,time,Fan,<,28,AC,SET,29,1
R2756,occupancy,AC,<,31,Light,ON,18,1
R2757,occupancy,Light,=,19,AC,OFF,30,3
R2758,occupancy,AC,<,29,Fan,ON,16,5
R2759,time,Light,=,32,Fan,OFF,23,5
R2760,time,AC,<,22,AC,OFF,22,1
R2761,temperature,AC,>,25,Fan,ON,16,3
R2762,occupancy,Light,<,17,Light,ON,27,2
R2763,time,Fan,>,29,Light,OFF,29,2
R2764,occupancy,Fan,<,28,Light,SET,22,3
R2765,occupancy,Light,=,24,Fan,OFF,25,4
R2766,temperature,Light,=,25,AC,OFF,16,2
R2767,temperature,AC,<,24,AC,ON,23,1
R2768,time,Light,>,16,Fan,OFF,19,4
R2769,time,AC,>,26,Light,ON,26,2
R2770,time,AC,<,29,AC,SET,26,2
R2771,time,Light,>,24,Fan,ON,16,2
R2772,temperature,AC,<,31,Fan,OFF,21,3
R2773,occupancy,Fan,>,17,Light,SET,26,4
R2774,temperature,Fan,=,18,AC,ON,24,1
R2775,occupancy,Fan,=,23,Light,ON,19,3
R2776,time,Light,=,34,AC,ON,20,3
R2777,temperature,Light,=,28,AC,ON,17,4
R2778,occupancy,Light,<,32,AC,SET,26,3
R2779,temperature,Fan,<,26,Fan,SET,21,4
R2780,temperature,AC,=,23,Light,SET,27,2
R2781,time,Fan,>,33,Fan,ON,20,2
R2782,occupancy,Light,<,16,AC,OFF,26,5
R2783,temperature,AC,>,32,Fan,SET,27,5
R2784,time,Light,<,21,Light,OFF,19,1
R2785,temperature,Fan,<,17,AC,OFF,23,3
R2786,occupancy,Fan,=,17,AC,ON,16,2
R2787,occupancy,Fan,>,27,Fan,OFF,28,2
R2788,time,AC,>,31,Light,SET,19,4
R2789,temperature,Light,>,28,AC,SET,26,1
R2790,time,Fan,<,35,Light,OFF,27,4
R2791,time,Fan,=,16,Fan,SET,17,1
R2792,time,Fan,>,35,Fan,OFF,22,5
R2793,occupancy,Light,=,21,Light,ON,25,1
R2794,temperature,Fan,<,32,Fan,ON,20,1
R2795,temperature,AC,>,34,Fan,OFF,21,5
R2796,temperature,AC,>,24,Light,ON,29,4
R2797,temperature,Fan,=,19,Light,SET,26,5
R2798,occupancy,Fan,=,28,Light,ON,22,4
R2799,temperature,Light,<,34,Fan,OFF,30,3
R2800,occupancy,AC,>,29,Light,SET,30,2
R2801,time,Fan,<,32,AC,SET,16,2
R2802,temperature,Light,>,33,Fan,ON,21,3
R2803,occupancy,Fan,=,25,Light,SET,17,2
R2804,time,Light,<,23,Fan,ON,24,5
R2805,time,Light,>,30,Light,ON,18,1
R2806,occupancy,AC,<,17,Fan,OFF,25,5
R2807,time,AC,=,18,Light,SET,17,2
R2808,occupancy,AC,<,30,Light,SET,17,4
R2809,temperature,Fan,>,21,AC,ON,30,2
R2810,occupancy,AC,<,25,Fan,ON,23,4
R2811,occupancy,Light,=,18,Light,ON,20,4
R2812,time,AC,>,16,AC,SET,30,1
R2813,temperature,AC,=,21,Light,ON,17,2
R2814,occupancy,AC,<,16,AC,SET,17,5
R2815,time,AC,>,27,Light,ON,26,5
R2816,time,Light,>,30,Fan,SET,18,1
R2817,occupancy,Light,<,29,Fan,OFF,21,2
R2818,occupancy,Light,=,25,Fan,ON,24,5
R2819,time,Light,=,33,Light,ON,29,3
R2820,temperature,Fan,=,30,Fan,ON,23,4
R2821,temperature,AC,<,32,Fan,SET,27,5
R2822,time,AC,=,35,AC,ON,29,5
R2823,time,Light,>,28,Fan,ON,22,2
R2824,temperature,Light,=,34,Fan,SET,24,4
R2825,temperature,Fan,<,35,Light,ON,17,4
R2826,occupancy,Light,>,30,Fan,SET,26,5
R2827,temperature,Light,<,28,Fan,SET,23,5
R2828,occupancy,Fan,=,30,Fan,SET,26,4
R2829,occupancy,Fan,<,31,AC,SET,27,4
R2830,time,AC,>,30,Fan,SET,16,5
R2831,time,AC,>,23,Fan,OFF,19,5
R2832,temperature,Fan,<,25,Light,SET,17,2
R2833,time,Fan,<,33,Light,SET,22,2
R2834,occupancy,Fan,>,33,Fan,OFF,20,1
R2835,occupancy,AC,>,30,AC,ON,18,3
R2836,temperature,AC,=,26,Light,ON,28,2
R2837,occupancy,Light,>,32,Light,SET,30,5
R2838,temperature,Light,=,27,Fan,ON,28,2
R2839,occupancy,AC,>,32,Light,OFF,24,5
R2840,temperature,Fan,=,34,Light,OFF,17,1
R2841,time,Light,>,29,AC,SET,19,5
R2842,time,Fan,=,25,AC,SET,28,1
R2843,occupancy,AC,=,31,Fan,OFF,30,5
R2844,occupancy,Fan,=,28,Fan,ON,17,5
R2845,temperature,AC,<,35,Light,SET,26,4
R2846,occupancy,AC,<,22,Fan,SET,21,4
R2847,time,Fan,>,29,AC,ON,26,5
R2848,time,Fan,>,24,AC,SET,24,4
R2849,time,Light,=,31,AC,OFF,17,2
R2850,time,AC,<,28,Fan,ON,23,2
R2851,temperature,AC,=,30,AC,ON,23,5
R2852,temperature,Fan,=,35,Light,ON,28,3
R2853,time,Fan,>,32,Light,ON,24,1
R2854,time,AC,>,23,AC,ON,24,2
R2855,time,AC,<,17,AC,SET,30,4
R2856,occupancy,Light,>,31,AC,OFF,20,1
R2857,temperature,AC,<,29,Fan,OFF,21,3
R2858,occupancy,AC,>,22,Fan,OFF,21,1
R2859,time,Fan,=,35,AC,ON,21,4
R2860,time,AC,>,22,Fan,OFF,19,4
R2861,temperature,Light,<,32,Fan,SET,21,4
R2862,temperature,Fan,<,22,Fan,ON,18,4
R2863,occupancy,AC,=,18,Fan,SET,21,1
R2864,temperature,Fan,>,28,Light,OFF,22,3
R2865,time,Fan,=,19,AC,OFF,20,4
R2866,temperature,AC,<,24,Light,OFF,30,3
R2867,occupancy,AC,=,26,AC,OFF,21,5
R2868,temperature,Light,<,22,Fan,SET,27,1
R2869,temperature,AC,<,22,Light,SET,18,3
R2870,time,Light,=,28,Fan,SET,17,3
R2871,temperature,AC,>,17,Fan,ON,25,4
R2872,time,AC,<,24,AC,SET,24,1
R2873,occupancy,Light,=,33,AC,OFF,25,1
R2874,temperature,Fan,>,35,AC,SET,22,1
R2875,temperature,Light,=,20,Light,ON,19,5
R2876,occupancy,Light,>,20,Light,ON,22,3
R2877,occupancy,AC,=,35,AC,OFF,27,1
R2878,occupancy,AC,=,22,AC,SET,30,1
R2879,temperature,AC,=,19,Light,OFF,19,2
R2880,time,Fan,<,19,Fan,SET,23,2
R2881,time,Fan,<,19,Light,ON,27,4
R2882,time,Fan,=,18,AC,OFF,23,1
R2883,temperature,AC,>,26,Light,SET,17,2
R2884,temperature,Fan,>,18,Fan,SET,19,2
R2885,occupancy,Light,=,30,Light,OFF,18,2
R2886,time,Light,=,16,Fan,OFF,27,3
R2887,time,Fan,>,24,Fan,ON,26,5
R2888,occupancy,Light,>,33,Light,ON,25,4
R2889,time,Light,=,20,Fan,ON,20,1
R2890,occupancy,AC,<,22,Fan,SET,18,2
R2891,time,AC,=,29,Light,OFF,20,1
R2892,time,AC,>,21,AC,SET,30,4
R2893,temperature,AC,<,22,Fan,ON,29,3
R2894,time,Fan,=,18,AC,SET,21,2
R2895,occupancy,Fan,>,32,Fan,ON,29,3
R2896,time,Fan,=,16,Fan,OFF,20,4
R2897,occupancy,Fan,<,25,AC,OFF,20,1
R2898,occupancy,Fan,<,34,Fan,ON,26,1
R2899,time,Light,<,21,Fan,ON,19,4
R2900,temperature,Light,>,24,Fan,SET,29,2
R2901,occupancy,AC,<,27,AC,SET,25,5
R2902,time,AC,=,35,Fan,OFF,23,3
R2903,occupancy,AC,=,33,AC,OFF,27,4
R2904,occupancy,AC,<,29,AC,SET,21,4
R2905,time,Light,<,21,AC,ON,16,1
R2906,occupancy,Fan,>,24,Light,ON,29,4
R2907,occupancy,AC,<,32,Fan,SET,25,4
R2908,temperature,Fan,>,32,Light,OFF,26,1
R2909,temperature,Fan,=,20,Light,ON,16,3
R2910,time,AC,>,31,Light,ON,24,5
R2911,temperature,Light,>,21,AC,SET,25,5
R2912,temperature,Light,>,16,Light,OFF,27,2
R2913,time,AC,=,27,Light,OFF,20,2
R2914,occupancy,AC,>,21,Fan,SET,29,1
R2915,time,Light,>,21,Fan,ON,17,5
R2916,temperature,AC,<,35,Light,ON,30,2
R2917,temperature,Light,=,32,Light,OFF,19,4
R2918,occupancy,AC,>,29,AC,SET,19,3
R2919,temperature,AC,=,16,Light,ON,23,3
R2920,occupancy,AC,>,31,Light,SET,17,1
R2921,occupancy,AC,<,33,Fan,ON,18,3
R2922,occupancy,Light,=,33,Light,OFF,21,1
R2923,time,Light,<,19,Fan,ON,17,1
R2924,temperature,Fan,<,17,AC,ON,25,5
R2925,time,Light,<,34,Fan,SET,30,4
R2926,temperature,AC,<,34,AC,ON,19,4
R2927,occupancy,Light,<,23,Fan,OFF,18,5
R2928,time,Light,=,16,AC,OFF,18,5
R2929,occupancy,Fan,=,24,Light,SET,27,5
R2930,temperature,Light,>,34,Light,OFF,27,2
R2931,occupancy,Light,<,18,Fan,SET,20,4
R2932,time,Light,<,35,Light,ON,28,5
R2933,occupancy,Light,<,30,Light,OFF,29,1
R2934,time,AC,<,18,Light,OFF,28,1
R2935,temperature,AC,<,22,AC,SET,22,1
R2936,temperature,AC,>,31,AC,OFF,19,5
R2937,occupancy,Light,>,27,Fan,ON,24,3
R2938,time,Fan,>,19,Light,SET,26,4
R2939,occupancy,Light,<,17,Fan,SET,17,2
R2940,temperature,AC,>,19,Light,OFF,24,3
R2941,time,Light,<,35,Light,SET,30,3
R2942,temperature,Light,=,28,Fan,SET,26,2
R2943,time,Fan,>,23,Fan,OFF,26,1
R2944,occupancy,Light,>,24,AC,OFF,17,3
R2945,temperature,AC,=,16,Light,OFF,17,3
R2946,time,AC,>,16,Fan,SET,19,1
R2947,time,Fan,<,23,AC,ON,22,2
R2948,occupancy,Light,<,18,Light,OFF,24,5
R2949,time,AC,=,34,Fan,SET,24,5
R2950,time,Fan,>,30,Light,SET,17,3
R2951,occupancy,Fan,=,33,AC,OFF,30,2
R2952,time,Fan,=,24,Light,ON,25,3
R2953,temperature,Light,<,17,Light,ON,16,3
R2954,time,AC,<,34,Fan,ON,22,1
R2955,time,Light,=,22,AC,SET,30,1
R2956,temperature,Fan,=,21,Fan,ON,28,4
R2957,occupancy,Light,>,17,Fan,OFF,21,1
R2958,temperature,Light,=,16,Light,OFF,22,5
R2959,occupancy,AC,>,28,Fan,ON,17,5
R2960,temperature,Fan,=,28,Fan,SET,17,1
R2961,temperature,AC,>,33,Fan,OFF,21,5
R2962,temperature,Fan,=,24,Fan,SET,27,4
R2963,occupancy,AC,=,22,AC,SET,24,5
R2964,occupancy,Fan,=,26,Fan,SET,30,4
R2965,time,Fan,=,19,AC,ON,28,3
R2966,occupancy,Light,=,19,AC,SET,23,5
R2967,time,Fan,=,23,AC,SET,16,5
R2968,temperature,AC,=,22,AC,SET,23,4
R2969,time,Fan,=,29,AC,SET,19,1
R2970,time,Fan,=,33,AC,ON,17,3
R2971,time,Light,>,21,Light,SET,23,5
R2972,occupancy,Fan,>,33,AC,OFF,23,1
R2973,time,AC,<,28,Fan,OFF,22,3
R2974,time,Fan,=,20,Fan,ON,25,1
R2975,occupancy,Fan,>,21,Fan,OFF,20,3
R2976,occupancy,Fan,<,34,Light,OFF,28,5
R2977,occupancy,Fan,>,24,Light,ON,29,5
R2978,time,Light,=,24,AC,ON,27,1
R2979,time,Fan,=,25,Fan,ON,29,3
R2980,time,Light,=,27,AC,OFF,29,2
R2981,temperature,AC,=,35,Fan,OFF,29,3
R2982,time,Light,>,30,Fan,ON,22,5
R2983,time,Fan,=,20,Fan,OFF,26,4
R2984,occupancy,AC,>,26,Fan,ON,25,1
R2985,time,Fan,<,33,AC,OFF,17,1
R2986,temperature,AC,<,30,Light,OFF,19,3
R2987,occupancy,AC,=,35,Fan,ON,27,3
R2988,time,Light,>,20,Fan,ON,17,1
R2989,occupancy,AC,=,23,Fan,OFF,18,2
R2990,occupancy,Fan,=,30,AC,ON,29,1
R2991,occupancy,Light,>,22,AC,OFF,28,3
R2992,occupancy,Fan,=,24,AC,ON,29,2
R2993,occupancy,Light,=,20,AC,ON,19,1
R2994,time,AC,>,26,Light,ON,19,1
R2995,temperature,Fan,=,25,AC,OFF,28,4
R2996,occupancy,Light,<,23,AC,ON,17,5
R2997,temperature,Fan,=,32,AC,OFF,21,4
R2998,occupancy,Fan,<,22,Light,ON,17,5
R2999,time,AC,>,28,Fan,OFF,25,5
R3000,temperature,AC,=,34,Fan,ON,20,3
R3001,occupancy,AC,<,28,AC,SET,26,4
R3002,time,AC,>,21,AC,ON,22,1
R3003,time,AC,<,16,AC,SET,24,5
R3004,temperature,Fan,<,24,Light,ON,17,3
R3005,temperature,AC,>,33,Light,OFF,19,1
R3006,time,AC,=,18,Fan,ON,25,3
R3007,time,Fan,<,26,Light,ON,21,5
R3008,occupancy,Light,=,28,AC,OFF,21,4
R3009,temperature,AC,>,31,AC,OFF,27,4
R3010,temperature,Fan,<,31,Light,ON,20,2
R3011,temperature,Fan,<,27,Light,SET,27,4
R3012,temperature,AC,>,21,Fan,ON,18,1
R3013,temperature,AC,<,28,Fan,ON,19,4
R3014,temperature,Light,=,27,AC,SET,28,2
R3015,time,Fan,=,21,AC,SET,17,5
R3016,temperature,Light,>,30,AC,OFF,29,2
R3017,time,AC,=,17,Fan,SET,28,5
R3018,occupancy,AC,>,19,Light,OFF,28,3
R3019,temperature,AC,>,18,AC,OFF,25,2
R3020,temperature,Fan,>,17,Fan,ON,18,3
R3021,time,Light,<,28,Fan,ON,24,3
R3022,occupancy,AC,>,22,Light,SET,29,3
R3023,time,Fan,=,21,AC,OFF,23,2
R3024,time,Light,>,35,AC,SET,18,2
R3025,occupancy,Fan,<,32,Light,ON,24,2
R3026,temperature,Light,=,29,Fan,OFF,23,4
R3027,occupancy,Fan,>,34,Fan,OFF,25,3
R3028,temperature,AC,<,29,AC,SET,28,5
R3029,temperature,Fan,=,23,Fan,ON,23,3
R3030,occupancy,AC,<,17,Light,SET,24,1
R3031,occupancy,Light,=,19,Light,SET,18,4
R3032,temperature,Light,=,24,Light,ON,20,2
R3033,time,Fan,<,25,Light,SET,20,3
R3034,time,Light,=,25,Fan,OFF,21,4
R3035,temperature,AC,>,27,Fan,SET,18,3
R3036,time,AC,<,20,Fan,SET,27,5
R3037,temperature,AC,>,34,AC,OFF,20,1
R3038,temperature,Fan,<,25,Light,SET,22,2
R3039,temperature,Light,=,27,Fan,ON,20,2
R3040,occupancy,Fan,=,34,AC,SET,29,2
R3041,temperature,AC,<,30,Fan,OFF,26,2
R3042,time,Light,=,30,Light,ON,16,1
R3043,temperature,Light,>,24,Fan,SET,24,5
R3044,occupancy,Light,<,26,AC,ON,25,1
R3045,temperature,Light,=,34,AC,SET,24,1
R3046,temperature,AC,=,22,Light,SET,21,5
R3047,temperature,Light,=,25,Light,OFF,26,2
R3048,occupancy,Fan,>,28,Light,OFF,17,1
R3049,occupancy,Fan,<,20,Fan,ON,24,1
R3050,occupancy,AC,>,31,Light,OFF,28,4
R3051,occupancy,Light,>,25,AC,ON,29,4
R3052,time,Fan,<,29,Fan,ON,17,3
R3053,time,Light,<,26,AC,OFF,26,5
R3054,temperature,Fan,<,22,AC,ON,24,3
R3055,occupancy,Fan,<,16,AC,OFF,18,3
R3056,time,AC,=,32,Light,ON,24,2
R3057,occupancy,AC,>,20,AC,SET,21,1
R3058,time,Light,=,32,Light,ON,27,1
R3059,temperature,Light,>,21,AC,ON,27,5
R3060,temperature,AC,<,29,Fan,ON,30,3
R3061,time,Light,<,32,AC,OFF,27,1
R3062,time,AC,<,29,Fan,ON,20,5
R3063,temperature,Light,>,35,Light,SET,23,1
R3064,occupancy,Light,<,34,Light,ON,22,3
R3065,temperature,Fan,=,16,Light,OFF,17,5
R3066,temperature,Fan,<,22,AC,ON,17,2
R3067,temperature,Fan,=,22,Fan,OFF,27,2
R3068,occupancy,Light,>,30,AC,OFF,22,4
R3069,occupancy,Fan,<,25,AC,SET,19,3
R3070,time,Light,>,21,AC,ON,17,3
R3071,time,Fan,=,31,AC,SET,16,3
R3072,occupancy,AC,>,19,Fan,OFF,28,3
R3073,time,Fan,<,26,AC,SET,18,5
R3074,occupancy,Fan,>,27,Light,SET,29,3
R3075,temperature,AC,<,21,AC,SET,24,4
R3076,time,Light,>,34,AC,OFF,28,5
R3077,time,Light,=,29,Fan,SET,24,5
R3078,time,AC,>,28,Light,SET,26,1
R3079,occupancy,Light,<,25,Fan,SET,27,2
